Type|X1 Location|Y1 Location|X2 Location|Y2 Location|Net Name|Layer Number|Length|Width
Trace|28.5544|2.4336|29.0013|1.9868|51510|L11-SIG2|0.631941|0.1181
Trace|28.5544|12.8476|28.5544|2.4336|51510|L11-SIG2|10.414000|0.1181
Trace|27.9930|13.4090|28.5544|12.8476|51510|L11-SIG2|0.793939|0.1181
Trace|27.9930|102.9230|27.9930|13.4090|51510|L11-SIG2|89.514000|0.1181
Trace|33.0200|107.9500|27.9930|102.9230|51510|L11-SIG2|7.109252|0.1181
Trace|31.7500|153.6700|33.0200|152.4000|51510|L11-SIG2|1.796051|0.1181
Trace|33.0200|152.4000|33.0200|107.9500|51510|L11-SIG2|44.450000|0.1181
Trace|22.0980|13.2344|22.0980|104.5210|51511|L11-SIG2|91.286600|0.1181
Trace|26.0350|9.2974|22.0980|13.2344|51511|L11-SIG2|5.567759|0.1181
Trace|22.0980|104.5210|27.9400|110.3630|51511|L11-SIG2|8.261836|0.1181
Trace|26.0350|4.5720|26.0350|9.2974|51511|L11-SIG2|4.725400|0.1181
Trace|27.0751|3.5319|26.0350|4.5720|51511|L11-SIG2|1.470924|0.1181
Trace|27.0751|1.1344|27.0751|3.5319|51511|L11-SIG2|2.397500|0.1181
Trace|27.4081|0.8014|27.0751|1.1344|51511|L11-SIG2|0.470933|0.1181
Trace|27.6850|0.8014|27.4081|0.8014|51511|L11-SIG2|0.276900|0.1181
Trace|28.1987|0.8014|27.6850|0.8014|51511|L11-SIG2|0.513700|0.0737
Trace|28.4000|0.6001|28.1987|0.8014|51511|L11-SIG2|0.284681|0.0737
Trace|27.9400|110.3630|27.9400|160.0200|51511|L11-SIG2|49.657000|0.1181
Trace|27.9400|160.0200|29.2100|161.2900|51511|L11-SIG2|1.796051|0.1181
Trace|24.6337|4.7033|24.6337|8.7213|51512|L11-SIG2|4.018000|0.1181
Trace|26.1620|3.1750|24.6337|4.7033|51512|L11-SIG2|2.161343|0.1181
Trace|20.0660|13.2890|20.0660|106.1720|51512|L11-SIG2|92.883000|0.1181
Trace|24.6337|8.7213|20.0660|13.2890|51512|L11-SIG2|6.459703|0.1181
Trace|20.0660|106.1720|25.4000|111.5060|51512|L11-SIG2|7.543415|0.1181
Trace|25.4000|152.4000|26.6700|153.6700|51512|L11-SIG2|1.796051|0.1181
Trace|26.1620|1.1274|26.1620|3.1750|51512|L11-SIG2|2.047600|0.1181
Trace|26.8881|0.4014|26.1620|1.1274|51512|L11-SIG2|1.026790|0.1181
Trace|27.6850|0.4014|26.8881|0.4014|51512|L11-SIG2|0.796900|0.1181
Trace|28.1987|0.4014|27.6850|0.4014|51512|L11-SIG2|0.513700|0.0737
Trace|28.4000|0.2001|28.1987|0.4014|51512|L11-SIG2|0.284681|0.0737
Trace|25.4000|111.5060|25.4000|152.4000|51512|L11-SIG2|40.894000|0.1181
Trace|-28.3999|-1.3747|-24.1300|-5.6446|10110|L14-SIG3|6.038550|0.1181
Trace|-28.3999|-1.0000|-28.3999|-1.3747|10110|L14-SIG3|0.374700|0.1181
Trace|-22.7591|-53.4409|39.3700|-115.5700|10110|L14-SIG3|87.863816|0.1181
Trace|-22.7591|-8.6099|-22.7591|-53.4409|10110|L14-SIG3|44.831000|0.1181
Trace|-24.1300|-7.2390|-22.7591|-8.6099|10110|L14-SIG3|1.938745|0.1181
Trace|-24.1300|-5.6446|-24.1300|-7.2390|10110|L14-SIG3|1.594400|0.1181
Trace|-26.4463|-0.7987|-24.1300|-3.1151|10112|L14-SIG3|3.275814|0.1181
Trace|-27.6860|-0.7987|-26.4463|-0.7987|10112|L14-SIG3|1.239700|0.1181
Trace|-28.2012|-0.7987|-27.6860|-0.7987|10112|L14-SIG3|0.515200|0.0737
Trace|-28.3999|-0.6000|-28.2012|-0.7987|10112|L14-SIG3|0.281004|0.0737
Trace|-21.4259|-49.6941|44.4500|-115.5700|10112|L14-SIG3|93.162591|0.1181
Trace|-21.4259|-8.4483|-21.4259|-49.6941|10112|L14-SIG3|41.245800|0.1181
Trace|-22.8110|-7.0632|-21.4259|-8.4483|10112|L14-SIG3|1.958827|0.1181
Trace|-22.8110|-5.5283|-22.8110|-7.0632|10112|L14-SIG3|1.534900|0.1181
Trace|-23.5516|-4.7876|-22.8110|-5.5283|10112|L14-SIG3|1.047437|0.1181
Trace|-23.8206|-4.7876|-23.5516|-4.7876|10112|L14-SIG3|0.269000|0.1181
Trace|-24.1300|-4.4782|-23.8206|-4.7876|10112|L14-SIG3|0.437558|0.1181
Trace|-24.1300|-3.1151|-24.1300|-4.4782|10112|L14-SIG3|1.363100|0.1181
Trace|-27.6860|0.0000|-23.3436|0.0000|10114|L14-SIG3|4.342400|0.1181
Trace|-28.5750|0.0000|-27.6860|0.0000|10114|L14-SIG3|0.889000|0.0737
Trace|-28.7750|0.2000|-28.5750|0.0000|10114|L14-SIG3|0.282843|0.0737
Trace|-28.7999|0.2000|-28.7750|0.2000|10114|L14-SIG3|0.024900|0.0737
Trace|-20.1930|-45.8470|49.5300|-115.5700|10114|L14-SIG3|98.603212|0.1181
Trace|-20.1930|-8.3652|-20.1930|-45.8470|10114|L14-SIG3|37.481800|0.1181
Trace|-21.5900|-6.9682|-20.1930|-8.3652|10114|L14-SIG3|1.975656|0.1181
Trace|-21.5900|-5.6329|-21.5900|-6.9682|10114|L14-SIG3|1.335300|0.1181
Trace|-22.8790|-4.3439|-21.5900|-5.6329|10114|L14-SIG3|1.822921|0.1181
Trace|-22.8790|-0.4646|-22.8790|-4.3439|10114|L14-SIG3|3.879300|0.1181
Trace|-23.3436|0.0000|-22.8790|-0.4646|10114|L14-SIG3|0.657044|0.1181
Trace|9.5250|-120.6500|-26.7523|-84.3727|10204|L14-SIG3|51.303850|0.1181
Trace|-26.7523|-84.3727|-26.7523|-8.7630|10204|L14-SIG3|75.609700|0.1181
Trace|-27.9400|-7.5753|-27.9400|-4.8260|10204|L14-SIG3|2.749300|0.1181
Trace|-26.7523|-8.7630|-27.9400|-7.5753|10204|L14-SIG3|1.679661|0.1181
Trace|-29.7986|-0.7156|-29.7986|-0.3987|10204|L14-SIG3|0.316900|0.0737
Trace|-29.8843|-0.8013|-29.7986|-0.7156|10204|L14-SIG3|0.121198|0.0737
Trace|-30.0848|-0.8013|-29.8843|-0.8013|10204|L14-SIG3|0.200500|0.0737
Trace|-30.2012|-0.9177|-30.0848|-0.8013|10204|L14-SIG3|0.164614|0.0737
Trace|-30.2012|-1.2700|-30.2012|-0.9177|10204|L14-SIG3|0.352300|0.0737
Trace|-30.2012|-1.3827|-30.2012|-1.2700|10204|L14-SIG3|0.112700|0.1181
Trace|-29.8783|-1.7056|-30.2012|-1.3827|10204|L14-SIG3|0.456650|0.1181
Trace|-29.8783|-2.8877|-29.8783|-1.7056|10204|L14-SIG3|1.182100|0.1181
Trace|-27.9400|-4.8260|-29.8783|-2.8877|10204|L14-SIG3|2.741170|0.1181
Trace|-29.7986|-0.3987|-29.5999|-0.2000|10204|L14-SIG3|0.281004|0.0737
Trace|9.5250|-131.8260|9.5250|-120.6500|10204|L14-SIG3|11.176000|0.1181
Trace|14.9860|-137.2870|9.5250|-131.8260|10204|L14-SIG3|7.723020|0.1181
Trace|22.7330|-137.2870|14.9860|-137.2870|10204|L14-SIG3|7.747000|0.1181
Trace|24.1300|-135.8900|22.7330|-137.2870|10204|L14-SIG3|1.975656|0.1181
Trace|-25.2730|-82.9310|11.8110|-120.0150|10210|L14-SIG3|52.444696|0.1181
Trace|-25.2730|-8.7630|-25.2730|-82.9310|10210|L14-SIG3|74.168000|0.1181
Trace|-26.6700|-7.3660|-25.2730|-8.7630|10210|L14-SIG3|1.975656|0.1181
Trace|-26.6700|-5.0800|-26.6700|-7.3660|10210|L14-SIG3|2.286000|0.1181
Trace|-29.1999|-2.5501|-26.6700|-5.0800|10210|L14-SIG3|3.577819|0.1181
Trace|-29.1999|-1.2700|-29.1999|-2.5501|10210|L14-SIG3|1.280100|0.1181
Trace|-29.1999|-1.0000|-29.1999|-1.2700|10210|L14-SIG3|0.270000|0.1181
Trace|14.8590|-134.4930|37.9730|-134.4930|10210|L14-SIG3|23.114000|0.1181
Trace|11.8110|-131.4450|14.8590|-134.4930|10210|L14-SIG3|4.310523|0.1181
Trace|11.8110|-120.0150|11.8110|-131.4450|10210|L14-SIG3|11.430000|0.1181
Trace|37.9730|-134.4930|39.3700|-135.8900|10210|L14-SIG3|1.975656|0.1181
Trace|-25.4000|-7.5424|-23.9254|-9.0170|10212|L14-SIG3|2.085399|0.1181
Trace|-25.4000|-5.1714|-25.4000|-7.5424|10212|L14-SIG3|2.371000|0.1181
Trace|-28.7999|-1.7715|-25.4000|-5.1714|10212|L14-SIG3|4.808185|0.1181
Trace|-28.7999|-1.0000|-28.7999|-1.7715|10212|L14-SIG3|0.771500|0.1181
Trace|-23.9254|-81.7386|13.9700|-119.6340|10212|L14-SIG3|53.592189|0.1181
Trace|-23.9254|-9.0170|-23.9254|-81.7386|10212|L14-SIG3|72.721600|0.1181
Trace|15.8750|-132.0800|40.6400|-132.0800|10212|L14-SIG3|24.765000|0.1181
Trace|13.9700|-130.1750|15.8750|-132.0800|10212|L14-SIG3|2.694077|0.1181
Trace|13.9700|-119.6340|13.9700|-130.1750|10212|L14-SIG3|10.541000|0.1181
Trace|40.6400|-132.0800|44.4500|-135.8900|10212|L14-SIG3|5.388154|0.1181
Trace|32.2580|2.2860|32.2580|11.1760|11507|L14-SIG3|8.890000|0.1181
Trace|31.3987|1.4267|32.2580|2.2860|11507|L14-SIG3|1.215234|0.1181
Trace|31.3987|1.2700|31.3987|1.4267|11507|L14-SIG3|0.156700|0.1181
Trace|31.3987|0.3988|31.3987|1.2700|11507|L14-SIG3|0.871200|0.0737
Trace|31.2000|0.2001|31.3987|0.3988|11507|L14-SIG3|0.281004|0.0737
Trace|32.2580|11.1760|34.1630|13.0810|11507|L14-SIG3|2.694077|0.1181
Trace|34.1630|13.0810|34.1630|21.0820|11507|L14-SIG3|8.001000|0.1181
Trace|34.1630|21.0820|44.5770|31.4960|11507|L14-SIG3|14.727620|0.1181
Trace|44.5770|31.4960|44.5770|92.4560|11507|L14-SIG3|60.960000|0.1181
Trace|44.5770|92.4560|62.4840|110.3630|11507|L14-SIG3|25.324322|0.1181
Trace|43.1800|157.4800|41.9100|158.7500|11507|L14-SIG3|1.796051|0.1181
Trace|57.9120|157.4800|43.1800|157.4800|11507|L14-SIG3|14.732000|0.1181
Trace|62.4840|152.9080|57.9120|157.4800|11507|L14-SIG3|6.465784|0.1181
Trace|62.4840|110.3630|62.4840|152.9080|11507|L14-SIG3|42.545000|0.1181
Trace|-53.3397|-175.2597|-53.3397|-16.7637|12402|L14-SIG3|158.496000|0.1181
Trace|-54.6100|-176.5300|-53.3397|-175.2597|12402|L14-SIG3|1.796475|0.1181
Trace|-53.3397|-16.7637|-33.9090|2.6670|12402|L14-SIG3|27.479159|0.1181
Trace|-33.9090|2.6670|-30.9880|2.6670|12402|L14-SIG3|2.921000|0.1181
Trace|-30.2012|0.3987|-30.3999|0.2000|12402|L14-SIG3|0.281004|0.0737
Trace|-30.2012|0.6798|-30.2012|0.3987|12402|L14-SIG3|0.281100|0.0737
Trace|-30.0797|0.8013|-30.2012|0.6798|12402|L14-SIG3|0.171827|0.0737
Trace|-29.9176|0.8013|-30.0797|0.8013|12402|L14-SIG3|0.162100|0.0737
Trace|-29.8012|0.9177|-29.9176|0.8013|12402|L14-SIG3|0.164614|0.0737
Trace|-29.8012|1.2700|-29.8012|0.9177|12402|L14-SIG3|0.352300|0.0737
Trace|-29.8012|1.4802|-29.8012|1.2700|12402|L14-SIG3|0.210200|0.1181
Trace|-30.9880|2.6670|-29.8012|1.4802|12402|L14-SIG3|1.678389|0.1181
Trace|-45.7197|-172.7197|-49.5300|-176.5300|12404|L14-SIG3|5.388578|0.1181
Trace|-45.7197|-91.9477|-45.7197|-172.7197|12404|L14-SIG3|80.772000|0.1181
Trace|-35.8137|-82.0417|-45.7197|-91.9477|12404|L14-SIG3|14.009200|0.1181
Trace|-35.8137|-1.0157|-35.8137|-82.0417|12404|L14-SIG3|81.026000|0.1181
Trace|-33.1470|1.6510|-35.8137|-1.0157|12404|L14-SIG3|3.771283|0.1181
Trace|-31.2430|1.6510|-33.1470|1.6510|12404|L14-SIG3|1.904000|0.1181
Trace|-30.9997|1.4077|-31.2430|1.6510|12404|L14-SIG3|0.344078|0.1181
Trace|-30.9997|1.3150|-30.9997|1.4077|12404|L14-SIG3|0.092700|0.1181
Trace|-30.9997|0.3998|-30.9997|1.3150|12404|L14-SIG3|0.915200|0.0737
Trace|-30.7999|0.2000|-30.9997|0.3998|12404|L14-SIG3|0.282560|0.0737
Trace|-39.3700|-176.5300|-38.0997|-175.2597|12408|L14-SIG3|1.796475|0.1181
Trace|-38.0997|-175.2597|-38.0997|-91.4397|12408|L14-SIG3|83.820000|0.1181
Trace|-34.2897|-87.6297|-34.2897|-1.2697|12408|L14-SIG3|86.360000|0.1181
Trace|-38.0997|-91.4397|-34.2897|-87.6297|12408|L14-SIG3|5.388154|0.1181
Trace|-34.2897|-1.2697|-32.6213|0.3987|12408|L14-SIG3|2.359474|0.1181
Trace|-32.2580|0.3987|-31.3986|0.3987|12408|L14-SIG3|0.859400|0.0737
Trace|-32.6213|0.3987|-32.2580|0.3987|12408|L14-SIG3|0.363300|0.1181
Trace|-31.3986|0.3987|-31.1999|0.2000|12408|L14-SIG3|0.281004|0.0737
Trace|-36.8300|-179.0700|-35.3057|-177.5457|12409|L14-SIG3|2.155686|0.1181
Trace|-35.3057|-177.5457|-35.3057|-92.9637|12409|L14-SIG3|84.582000|0.1181
Trace|-35.3057|-92.9637|-32.7657|-90.4237|12409|L14-SIG3|3.592102|0.1181
Trace|-32.7657|-90.4237|-32.7657|-2.5824|12409|L14-SIG3|87.841300|0.1181
Trace|-31.7713|-1.8227|-31.4012|-1.4525|12409|L14-SIG3|0.523471|0.1270
Trace|-32.0061|-1.8227|-31.7713|-1.8227|12409|L14-SIG3|0.234800|0.1270
Trace|-32.7657|-2.5824|-32.0061|-1.8227|12409|L14-SIG3|1.074307|0.1270
Trace|-31.4012|-1.3150|-31.4012|-0.4013|12409|L14-SIG3|0.913700|0.0737
Trace|-31.4012|-1.4525|-31.4012|-1.3150|12409|L14-SIG3|0.137500|0.1270
Trace|-31.4012|-0.4013|-31.1999|-0.2000|12409|L14-SIG3|0.284681|0.0737
Trace|-31.7500|-179.0700|-30.4797|-177.7997|12411|L14-SIG3|1.796475|0.1181
Trace|-29.7177|-172.7197|-15.4937|-172.7197|12411|L14-SIG3|14.224000|0.1181
Trace|-30.4797|-173.4817|-29.7177|-172.7197|12411|L14-SIG3|1.077631|0.1181
Trace|-30.4797|-177.7997|-30.4797|-173.4817|12411|L14-SIG3|4.318000|0.1181
Trace|-29.1958|-87.7712|-29.1958|-9.5392|12411|L14-SIG3|78.232000|0.1181
Trace|-13.9697|-102.9973|-29.1958|-87.7712|12411|L14-SIG3|21.532957|0.1181
Trace|-30.4166|-8.3184|-30.4166|-4.5084|12411|L14-SIG3|3.810000|0.1181
Trace|-29.1958|-9.5392|-30.4166|-8.3184|12411|L14-SIG3|1.726472|0.1181
Trace|-30.9986|-1.2700|-30.9986|-0.3987|12411|L14-SIG3|0.871300|0.0737
Trace|-30.9986|-1.7790|-30.9986|-1.2700|12411|L14-SIG3|0.509000|0.1181
Trace|-31.3776|-2.1580|-30.9986|-1.7790|12411|L14-SIG3|0.535987|0.1181
Trace|-31.3776|-3.5474|-31.3776|-2.1580|12411|L14-SIG3|1.389400|0.1181
Trace|-30.4166|-4.5084|-31.3776|-3.5474|12411|L14-SIG3|1.359059|0.1181
Trace|-30.9986|-0.3987|-30.7999|-0.2000|12411|L14-SIG3|0.281004|0.0737
Trace|-13.9697|-171.1957|-13.9697|-102.9973|12411|L14-SIG3|68.198400|0.1181
Trace|-15.4937|-172.7197|-13.9697|-171.1957|12411|L14-SIG3|2.155261|0.1181
Trace|-27.9397|-175.2597|-29.2100|-176.5300|12412|L14-SIG3|1.796475|0.1181
Trace|-14.9857|-175.2597|-27.9397|-175.2597|12412|L14-SIG3|12.954000|0.1181
Trace|-27.9087|-86.1373|-11.1757|-102.8702|12412|L14-SIG3|23.663965|0.1181
Trace|-27.9087|-9.5563|-27.9087|-86.1373|12412|L14-SIG3|76.581000|0.1181
Trace|-29.2100|-8.2550|-27.9087|-9.5563|12412|L14-SIG3|1.840316|0.1181
Trace|-29.2100|-4.6990|-29.2100|-8.2550|12412|L14-SIG3|3.556000|0.1181
Trace|-30.6070|-3.3020|-29.2100|-4.6990|12412|L14-SIG3|1.975656|0.1181
Trace|-30.6070|-1.2700|-30.6070|-3.3020|12412|L14-SIG3|2.032000|0.1181
Trace|-30.6012|-1.2642|-30.6070|-1.2700|12412|L14-SIG3|0.008202|0.0737
Trace|-30.6012|-0.5202|-30.6012|-1.2642|12412|L14-SIG3|0.744000|0.0737
Trace|-30.4823|-0.4013|-30.6012|-0.5202|12412|L14-SIG3|0.168150|0.0737
Trace|-30.2012|-0.4013|-30.4823|-0.4013|12412|L14-SIG3|0.281100|0.0737
Trace|-29.9999|-0.2000|-30.2012|-0.4013|12412|L14-SIG3|0.284681|0.0737
Trace|-11.1757|-171.4497|-14.9857|-175.2597|12412|L14-SIG3|5.388154|0.1181
Trace|-11.1757|-102.8702|-11.1757|-171.4497|12412|L14-SIG3|68.579500|0.1181
Trace|29.7987|0.3988|29.6000|0.2001|51502|L14-SIG3|0.281004|0.0737
Trace|30.1168|0.3988|29.7987|0.3988|51502|L14-SIG3|0.318100|0.0737
Trace|30.1987|0.4807|30.1168|0.3988|51502|L14-SIG3|0.115824|0.0737
Trace|30.1987|1.2700|30.1987|0.4807|51502|L14-SIG3|0.789300|0.0737
Trace|30.1987|1.4271|30.1987|1.2700|51502|L14-SIG3|0.157100|0.1181
Trace|30.9880|2.2164|30.1987|1.4271|51502|L14-SIG3|1.116239|0.1181
Trace|30.9880|11.9380|30.9880|2.2164|51502|L14-SIG3|9.721600|0.1181
Trace|32.6390|13.5890|30.9880|11.9380|51502|L14-SIG3|2.334867|0.1181
Trace|32.6390|22.2250|32.6390|13.5890|51502|L14-SIG3|8.636000|0.1181
Trace|42.2910|31.8770|32.6390|22.2250|51502|L14-SIG3|13.649989|0.1181
Trace|42.2910|93.7260|42.2910|31.8770|51502|L14-SIG3|61.849000|0.1181
Trace|60.8330|112.2680|42.2910|93.7260|51502|L14-SIG3|26.222348|0.1181
Trace|53.2130|152.5270|58.2930|152.5270|51502|L14-SIG3|5.080000|0.1181
Trace|52.0700|153.6700|53.2130|152.5270|51502|L14-SIG3|1.616446|0.1181
Trace|60.8330|149.9870|60.8330|112.2680|51502|L14-SIG3|37.719000|0.1181
Trace|58.2930|152.5270|60.8330|149.9870|51502|L14-SIG3|3.592102|0.1181
Trace|29.7635|2.1679|29.7635|12.9995|51504|L14-SIG3|10.831600|0.1181
Trace|29.0011|1.4055|29.7635|2.1679|51504|L14-SIG3|1.078196|0.1181
Trace|29.0011|1.3151|29.0011|1.4055|51504|L14-SIG3|0.090400|0.1181
Trace|29.0011|0.3990|29.0011|1.3151|51504|L14-SIG3|0.916100|0.0737
Trace|29.2000|0.2001|29.0011|0.3990|51504|L14-SIG3|0.281287|0.0737
Trace|30.2021|13.4381|30.2021|22.7091|51504|L14-SIG3|9.271000|0.1181
Trace|29.7635|12.9995|30.2021|13.4381|51504|L14-SIG3|0.620274|0.1181
Trace|30.2021|22.7091|39.8780|32.3850|51504|L14-SIG3|13.683789|0.1181
Trace|39.8780|32.3850|39.8780|94.7420|51504|L14-SIG3|62.357000|0.1181
Trace|39.8780|94.7420|59.1820|114.0460|51504|L14-SIG3|27.299979|0.1181
Trace|50.8000|149.8600|46.9900|153.6700|51504|L14-SIG3|5.388154|0.1181
Trace|58.0390|149.8600|50.8000|149.8600|51504|L14-SIG3|7.239000|0.1181
Trace|59.1820|114.0460|59.1820|148.7170|51504|L14-SIG3|34.671000|0.1181
Trace|59.1820|148.7170|58.0390|149.8600|51504|L14-SIG3|1.616446|0.1181
Trace|14.6050|111.8870|27.9930|98.4990|51506|L14-SIG3|18.933491|0.1181
Trace|14.6050|142.3670|14.6050|111.8870|51506|L14-SIG3|30.480000|0.1181
Trace|17.1450|144.9070|14.6050|142.3670|51506|L14-SIG3|3.592102|0.1181
Trace|40.3860|144.9070|17.1450|144.9070|51506|L14-SIG3|23.241000|0.1181
Trace|28.6013|0.3988|28.8000|0.2001|51506|L14-SIG3|0.281004|0.0737
Trace|28.6013|1.2700|28.6013|0.3988|51506|L14-SIG3|0.871200|0.0737
Trace|28.6013|10.1337|28.6013|1.2700|51506|L14-SIG3|8.863700|0.1181
Trace|27.9930|10.7420|28.6013|10.1337|51506|L14-SIG3|0.860266|0.1181
Trace|27.9930|98.4990|27.9930|10.7420|51506|L14-SIG3|87.757000|0.1181
Trace|40.7670|145.2880|40.3860|144.9070|51506|L14-SIG3|0.538815|0.1181
Trace|40.7670|152.5270|40.7670|145.2880|51506|L14-SIG3|7.239000|0.1181
Trace|41.9100|153.6700|40.7670|152.5270|51506|L14-SIG3|1.616446|0.1181
Trace|25.5339|98.2911|12.4460|111.3790|51508|L14-SIG3|18.509086|0.1181
Trace|12.4460|111.3790|12.4460|143.5100|51508|L14-SIG3|32.131000|0.1181
Trace|16.3830|147.4470|34.4976|147.4470|51508|L14-SIG3|18.114600|0.1181
Trace|12.4460|143.5100|16.3830|147.4470|51508|L14-SIG3|5.567759|0.1181
Trace|25.9080|5.0472|25.9080|7.4930|51508|L14-SIG3|2.445800|0.1181
Trace|26.6639|4.2913|25.9080|5.0472|51508|L14-SIG3|1.069004|0.1181
Trace|26.6639|0.8877|26.6639|4.2913|51508|L14-SIG3|3.403600|0.1181
Trace|27.1528|0.3988|26.6639|0.8877|51508|L14-SIG3|0.691409|0.1181
Trace|27.6850|0.3988|27.1528|0.3988|51508|L14-SIG3|0.532200|0.1181
Trace|28.0823|0.3988|27.6850|0.3988|51508|L14-SIG3|0.397300|0.0737
Trace|28.1987|0.2824|28.0823|0.3988|51508|L14-SIG3|0.164614|0.0737
Trace|28.1987|0.1203|28.1987|0.2824|51508|L14-SIG3|0.162100|0.0737
Trace|28.3176|0.0014|28.1987|0.1203|51508|L14-SIG3|0.168150|0.0737
Trace|28.5987|0.0014|28.3176|0.0014|51508|L14-SIG3|0.281100|0.0737
Trace|28.8000|-0.1999|28.5987|0.0014|51508|L14-SIG3|0.284681|0.0737
Trace|25.5339|7.8671|25.5339|98.2911|51508|L14-SIG3|90.424000|0.1181
Trace|25.9080|7.4930|25.5339|7.8671|51508|L14-SIG3|0.529057|0.1181
Trace|35.6870|148.6364|35.6870|152.5270|51508|L14-SIG3|3.890600|0.1181
Trace|34.4976|147.4470|35.6870|148.6364|51508|L14-SIG3|1.682066|0.1181
Trace|35.6870|152.5270|36.8300|153.6700|51508|L14-SIG3|1.616446|0.1181
Trace|10.2870|110.7440|10.2870|144.2720|51514|L14-SIG3|33.528000|0.1181
Trace|21.8948|99.1362|10.2870|110.7440|51514|L14-SIG3|16.415908|0.1181
Trace|10.2870|144.2720|15.7480|149.7330|51514|L14-SIG3|7.723020|0.1181
Trace|17.6530|149.7330|21.5900|153.6700|51514|L14-SIG3|5.567759|0.1181
Trace|15.7480|149.7330|17.6530|149.7330|51514|L14-SIG3|1.905000|0.1181
Trace|25.4100|3.5305|21.8948|7.0457|51514|L14-SIG3|4.971244|0.1181
Trace|26.6700|-1.6510|25.4100|-0.3910|51514|L14-SIG3|1.781909|0.1181
Trace|21.8948|7.0457|21.8948|99.1362|51514|L14-SIG3|92.090500|0.1181
Trace|28.8290|-1.6510|26.6700|-1.6510|51514|L14-SIG3|2.159000|0.1181
Trace|29.0013|-1.4787|28.8290|-1.6510|51514|L14-SIG3|0.243669|0.1181
Trace|29.0013|-1.2700|29.0013|-1.4787|51514|L14-SIG3|0.208700|0.1181
Trace|29.0013|-0.3986|29.0013|-1.2700|51514|L14-SIG3|0.871400|0.0737
Trace|25.4100|-0.3910|25.4100|3.5305|51514|L14-SIG3|3.921500|0.1181
Trace|29.2000|-0.1999|29.0013|-0.3986|51514|L14-SIG3|0.281004|0.0737
Trace|30.8000|-1.9037|30.8000|-0.9999|51602|L14-SIG3|0.903800|0.1181
Trace|31.4297|-2.5334|30.8000|-1.9037|51602|L14-SIG3|0.890530|0.1181
Trace|35.2991|-2.5334|31.4297|-2.5334|51602|L14-SIG3|3.869400|0.1181
Trace|35.8694|-1.9632|35.2991|-2.5334|51602|L14-SIG3|0.806455|0.1181
Trace|35.8694|3.9657|35.8694|-1.9632|51602|L14-SIG3|5.928900|0.1181
Trace|37.3445|5.4409|35.8694|3.9657|51602|L14-SIG3|2.086177|0.1181
Trace|37.3445|6.9620|37.3445|5.4409|51602|L14-SIG3|1.521100|0.1181
Trace|38.8366|8.4541|37.3445|6.9620|51602|L14-SIG3|2.110148|0.1181
Trace|39.9501|8.4541|38.8366|8.4541|51602|L14-SIG3|1.113500|0.1181
Trace|54.0922|22.5962|39.9501|8.4541|51602|L14-SIG3|19.999950|0.1181
Trace|53.3400|172.7200|60.1980|172.7200|51602|L14-SIG3|6.858000|0.1181
Trace|52.0700|173.9900|53.3400|172.7200|51602|L14-SIG3|1.796051|0.1181
Trace|54.0922|86.7312|54.0922|22.5962|51602|L14-SIG3|64.135000|0.1181
Trace|68.8340|101.4730|54.0922|86.7312|51602|L14-SIG3|20.848053|0.1181
Trace|60.1980|172.7200|68.8340|164.0840|51602|L14-SIG3|12.213148|0.1181
Trace|68.8340|164.0840|68.8340|101.4730|51602|L14-SIG3|62.611000|0.1181
Trace|31.6517|-1.9439|32.6814|-1.9439|51604|L14-SIG3|1.029700|0.1181
Trace|31.2000|-1.4921|31.6517|-1.9439|51604|L14-SIG3|0.638871|0.1181
Trace|31.2000|-0.9999|31.2000|-1.4921|51604|L14-SIG3|0.492200|0.1181
Trace|32.6814|-1.9439|34.5712|-0.0541|51604|L14-SIG3|2.672581|0.1181
Trace|36.1279|5.5333|36.1279|9.7228|51604|L14-SIG3|4.189500|0.1181
Trace|34.5712|3.9766|36.1279|5.5333|51604|L14-SIG3|2.201506|0.1181
Trace|34.5712|-0.0541|34.5712|3.9766|51604|L14-SIG3|4.030700|0.1181
Trace|37.6684|11.2633|40.7408|11.2633|51604|L14-SIG3|3.072400|0.1181
Trace|36.1279|9.7228|37.6684|11.2633|51604|L14-SIG3|2.178596|0.1181
Trace|40.7408|11.2633|51.7477|22.2702|51604|L14-SIG3|15.566107|0.1181
Trace|51.7477|22.2702|51.7477|88.0697|51604|L14-SIG3|65.799500|0.1181
Trace|51.7477|88.0697|67.3100|103.6320|51604|L14-SIG3|22.008416|0.1181
Trace|49.5300|169.9260|48.0060|171.4500|51604|L14-SIG3|2.155261|0.1181
Trace|60.7060|169.9260|49.5300|169.9260|51604|L14-SIG3|11.176000|0.1181
Trace|48.0060|172.9740|46.9900|173.9900|51604|L14-SIG3|1.436841|0.1181
Trace|48.0060|171.4500|48.0060|172.9740|51604|L14-SIG3|1.524000|0.1181
Trace|67.3100|163.3220|60.7060|169.9260|51604|L14-SIG3|9.339466|0.1181
Trace|67.3100|103.6320|67.3100|163.3220|51604|L14-SIG3|59.690000|0.1181
Trace|31.6000|-1.1934|31.6000|-0.9999|71502|L14-SIG3|0.193500|0.1181
Trace|31.8402|-1.4336|31.6000|-1.1934|71502|L14-SIG3|0.339694|0.1181
Trace|32.2084|-1.4336|31.8402|-1.4336|71502|L14-SIG3|0.368200|0.1181
Trace|33.7873|0.1453|32.2084|-1.4336|71502|L14-SIG3|2.232902|0.1181
