X Location|Y Location|Diameter
31.6930|8.4541|0.6096
29.1533|8.4544|0.6096
27.8833|8.4544|0.6096
37.7890|-4.2459|0.6096
36.5190|-4.2459|0.6096
36.5190|-1.7059|0.6096
37.7890|-1.7059|0.6096
35.2490|-4.2459|0.6096
35.2490|-1.7059|0.6096
36.5190|-6.7859|0.6096
37.7890|-6.7859|0.6096
35.2490|-6.7859|0.6096
33.9790|-6.7859|0.6096
39.0590|-6.7859|0.6096
39.0590|-1.7059|0.6096
39.0590|-4.2459|0.6096
35.2490|-0.7259|0.6096
37.7890|-3.2659|0.6096
36.5190|-3.2659|0.6096
36.5190|-0.7259|0.6096
37.7890|-0.7259|0.6096
36.5190|-5.8059|0.6096
37.7890|-5.8059|0.6096
35.2490|-5.8059|0.6096
33.9790|-5.8059|0.6096
39.0590|-5.8059|0.6096
39.0590|-0.7259|0.6096
39.0590|-3.2659|0.6096
35.2490|-3.2659|0.6096
38.0430|6.8941|0.6096
32.9630|6.8941|0.6096
35.5030|6.8941|0.6096
34.2330|6.8941|0.6096
36.7730|6.8941|0.6096
35.1840|3.7371|0.6096
35.1840|1.4511|0.6096
38.0430|5.9141|0.6096
32.9630|5.9141|0.6096
35.5030|5.9141|0.6096
34.2330|5.9141|0.6096
36.7730|5.9141|0.6096
38.1590|4.2451|0.6096
38.1590|3.2291|0.6096
36.5840|3.7371|0.6096
36.5840|1.4511|0.6096
38.1590|1.9591|0.6096
38.1590|0.9431|0.6096
36.7730|9.4341|0.6096
38.0430|9.4341|0.6096
32.9630|9.4341|0.6096
34.2330|9.4341|0.6096
35.5030|9.4341|0.6096
36.7730|8.4541|0.6096
38.0430|8.4541|0.6096
32.9630|8.4541|0.6096
34.2330|8.4541|0.6096
35.5030|8.4541|0.6096
42.8690|-6.7859|0.6096
40.3290|-6.7859|0.6096
41.5990|-6.7859|0.6096
41.5990|-1.7059|0.6096
42.8690|-1.7059|0.6096
40.3290|-4.2459|0.6096
40.3290|-1.7059|0.6096
41.5990|-4.2459|0.6096
42.8690|-4.2459|0.6096
42.8690|-5.8059|0.6096
40.3290|-5.8059|0.6096
41.5990|-5.8059|0.6096
41.5990|-0.7259|0.6096
42.8690|-0.7259|0.6096
40.3290|-3.2659|0.6096
40.3290|-0.7259|0.6096
41.5990|-3.2659|0.6096
42.8690|-3.2659|0.6096
42.3430|1.5781|0.6096
42.3430|2.9751|0.6096
42.3430|5.7691|0.6096
44.9010|6.8941|0.6096
44.7560|2.9751|0.6096
44.7560|1.5781|0.6096
43.6310|6.8941|0.6096
44.7560|4.3721|0.6096
42.3430|4.3721|0.6096
39.9590|0.9431|0.6096
39.9590|1.9591|0.6096
39.9590|3.2291|0.6096
39.9590|4.2451|0.6096
41.3630|1.5781|0.6096
41.3630|2.9751|0.6096
41.3630|5.7691|0.6096
44.9010|5.9141|0.6096
43.7760|2.9751|0.6096
43.7760|1.5781|0.6096
43.6310|5.9141|0.6096
43.7760|4.3721|0.6096
41.3630|4.3721|0.6096
-226.1392|-185.1132|1.0668
-225.7687|-179.1785|1.0668
-226.1392|-182.9867|1.0668
-225.5782|179.1851|1.0668
-225.9487|182.9867|1.0668
-225.9487|185.1132|1.0668
-216.0113|-185.1132|1.0668
-216.3818|-179.1851|1.0668
-220.3597|-179.1785|1.0668
-221.7908|-179.1851|1.0668
-216.0113|-182.9867|1.0668
-216.1913|179.1785|1.0668
-215.8208|182.9867|1.0668
-221.6003|179.1785|1.0668
-220.1692|179.1851|1.0668
-215.8208|185.1132|1.0668
-112.5220|-53.3400|1.0668
-116.0780|-53.3400|1.0668
-112.5220|-55.8800|1.0668
-116.0780|-55.8800|1.0668
-114.3000|-54.6100|1.0668
-112.5220|-1.2700|1.0668
-116.0780|-1.2700|1.0668
-114.3000|0.0000|1.0668
-112.5220|1.2700|1.0668
-116.0780|1.2700|1.0668
-114.3000|54.6100|1.0668
-116.0780|55.8800|1.0668
-116.0780|53.3400|1.0668
-112.5220|53.3400|1.0668
-112.5220|55.8800|1.0668
-78.8192|-185.1132|1.0668
-78.4487|-179.1785|1.0668
-78.8192|-182.9867|1.0668
-74.4708|-179.1851|1.0668
-68.6913|-185.1132|1.0668
-69.0618|-179.1851|1.0668
-73.0397|-179.1785|1.0668
-68.6913|-182.9867|1.0668
-60.8330|123.1900|1.0668
-60.8330|127.0000|1.0668
-60.8330|125.2220|1.0668
-62.4840|123.1900|1.0668
-62.6110|127.0000|1.0668
-62.6110|125.2220|1.0668
-60.8330|133.4770|1.0668
-60.8330|128.7780|1.0668
-62.6110|128.7780|1.0668
-62.6110|133.4770|1.0668
-45.7200|51.9540|1.0668
-45.7200|50.1540|1.0668
-39.1160|51.9540|1.0668
-39.1160|50.1540|1.0668
-39.1472|56.1481|1.0668
-39.1472|57.9481|1.0668
-32.5392|56.0262|1.0668
-32.5392|57.8262|1.0668
-34.1630|108.3310|1.0668
-34.1630|110.2360|1.0668
-27.2052|56.0262|1.0668
-27.2052|57.8262|1.0668
-25.1173|67.6338|1.0668
-25.4879|73.5620|1.0668
-25.4879|71.4355|1.0668
-21.6172|51.9540|1.0668
-21.6172|56.0262|1.0668
-21.6172|50.1540|1.0668
-21.6172|57.8262|1.0668
-21.1395|67.6272|1.0668
-19.7083|67.6338|1.0668
-16.5372|51.9540|1.0668
-16.5372|56.0262|1.0668
-16.5372|50.1540|1.0668
-16.5372|57.8262|1.0668
-15.7305|67.6272|1.0668
-15.3599|73.5620|1.0668
-15.3599|71.4355|1.0668
-13.8430|115.4430|1.0668
-12.0650|115.4430|1.0668
-13.9700|127.7620|1.0668
-14.0970|130.9370|1.0668
-12.1920|130.9370|1.0668
-12.1920|127.8890|1.0668
58.6313|-53.7116|1.0668
55.0753|-53.7116|1.0668
58.6313|-56.2516|1.0668
55.0753|-56.2516|1.0668
56.8533|-54.9816|1.0668
56.8533|54.5752|1.0668
55.0753|53.3052|1.0668
58.6313|53.3052|1.0668
55.0753|55.8452|1.0668
58.6313|55.8452|1.0668
65.1549|-43.1391|1.0668
65.5255|-46.9407|1.0668
65.1549|-41.0126|1.0668
69.5034|-46.9473|1.0668
70.9345|-46.9407|1.0668
75.2829|-43.1391|1.0668
74.9123|-46.9473|1.0668
75.2829|-41.0126|1.0668
69.0618|179.1851|1.0668
73.0397|179.1785|1.0668
74.4708|179.1851|1.0668
68.6913|182.9867|1.0668
68.6913|185.1132|1.0668
80.2523|-53.7037|1.0668
80.2523|-56.2437|1.0668
82.0303|-54.9737|1.0668
78.8192|182.9867|1.0668
78.4487|179.1785|1.0668
78.8192|185.1132|1.0668
83.8083|-53.7037|1.0668
83.8083|-56.2437|1.0668
116.0780|-53.7116|1.0668
112.5220|-53.7116|1.0668
116.0780|-56.2516|1.0668
112.5220|-56.2516|1.0668
114.3000|-54.9816|1.0668
114.3000|0.0000|1.0668
112.5220|-1.2700|1.0668
116.0780|-1.2700|1.0668
112.5220|1.2700|1.0668
116.0780|1.2700|1.0668
114.3000|54.6100|1.0668
112.5220|53.3400|1.0668
116.0780|53.3400|1.0668
112.5220|55.8800|1.0668
116.0780|55.8800|1.0668
159.6243|-143.3995|1.0668
159.6243|-138.5399|1.0668
176.0220|-68.2100|1.0668
176.0220|-66.4100|1.0668
191.0080|-68.2100|1.0668
191.0080|-66.4100|1.0668
203.2000|-68.2100|1.0668
203.2000|-66.4100|1.0668
210.3120|59.6900|1.0668
210.3120|58.6740|1.0668
210.3120|61.4680|1.0668
210.3120|62.4840|1.0668
210.3120|65.2780|1.0668
210.3120|64.2620|1.0668
210.3120|68.0720|1.0668
210.3120|67.0560|1.0668
210.3120|70.8660|1.0668
210.3120|69.8500|1.0668
215.8208|-185.1132|1.0668
215.8208|-182.9867|1.0668
216.1913|-179.1785|1.0668
217.4240|-68.2100|1.0668
217.4240|-66.4100|1.0668
216.4080|62.4840|1.0668
216.4080|61.4680|1.0668
216.4080|59.6900|1.0668
216.4080|58.6740|1.0668
216.4080|68.0720|1.0668
216.4080|67.0560|1.0668
216.4080|65.2780|1.0668
216.4080|64.2620|1.0668
216.4080|69.8500|1.0668
216.4080|70.8660|1.0668
216.2861|182.4487|1.0668
215.9155|186.2503|1.0668
215.9155|188.3768|1.0668
221.6003|-179.1785|1.0668
220.1692|-179.1851|1.0668
220.2639|182.4421|1.0668
221.6951|182.4487|1.0668
225.9487|-185.1132|1.0668
225.9487|-182.9867|1.0668
225.5782|-179.1851|1.0668
225.6729|182.4421|1.0668
226.0435|186.2503|1.0668
226.0435|188.3768|1.0668
232.1560|-190.7367|1.0668
234.4420|-186.6900|1.0668
234.4420|-190.7540|1.0668
232.1560|-186.6608|1.0668
232.1560|-184.1500|1.0668
234.4420|-184.1500|1.0668
234.4420|-166.1160|1.0668
232.4100|-166.1160|1.0668
233.5383|-143.2725|1.0668
233.5383|-138.4129|1.0668
234.1880|-68.2100|1.0668
234.1880|-66.4100|1.0668
254.7620|-86.2440|1.0668
254.7620|-84.4440|1.0668
254.7620|-68.2100|1.0668
254.7620|-66.4100|1.0668
266.1920|-86.2440|1.0668
266.1920|-84.4440|1.0668
266.1920|-68.2100|1.0668
266.1920|-66.4100|1.0668
280.2825|-176.5300|1.0668
280.1620|-163.8300|1.0668
280.1620|-166.3700|1.0668
280.1620|-161.2900|1.0668
279.9080|-148.5900|1.0668
282.4480|-176.5300|1.0668
282.4480|-166.3700|1.0668
282.4480|-163.8300|1.0668
281.8978|-156.8130|1.0668
282.4480|-161.2900|1.0668
281.8978|-152.2247|1.0668
282.1940|-148.5900|1.0668
-273.0500|-191.7700|1.6764
-275.5900|-191.7700|1.6764
-278.1300|-191.7700|1.6764
-273.0500|-189.2300|1.6764
-275.5900|-189.2300|1.6764
-278.1300|-189.2300|1.6764
-273.0500|-186.6900|1.6764
-275.5900|-186.6900|1.6764
-278.1300|-186.6900|1.6764
-273.0500|-184.1500|1.6764
-275.5900|-184.1500|1.6764
-278.1300|-184.1500|1.6764
-273.0500|-181.6100|1.6764
-275.5900|-181.6100|1.6764
-278.1300|-181.6100|1.6764
-273.0500|-179.0700|1.6764
-275.5900|-179.0700|1.6764
-278.1300|-179.0700|1.6764
-273.0500|-171.4500|1.6764
-275.5900|-171.4500|1.6764
-278.1300|-171.4500|1.6764
-273.0500|-176.5300|1.6764
-275.5900|-176.5300|1.6764
-278.1300|-176.5300|1.6764
-273.0500|-173.9900|1.6764
-275.5900|-173.9900|1.6764
-278.1300|-173.9900|1.6764
-273.0500|-168.9100|1.6764
-275.5900|-168.9100|1.6764
-278.1300|-168.9100|1.6764
-273.0500|-166.3700|1.6764
-275.5900|-166.3700|1.6764
-278.1300|-166.3700|1.6764
-273.0500|-163.8300|1.6764
-275.5900|-163.8300|1.6764
-278.1300|-163.8300|1.6764
-273.0500|-161.2900|1.6764
-275.5900|-161.2900|1.6764
-278.1300|-161.2900|1.6764
-273.0500|-158.7500|1.6764
-275.5900|-158.7500|1.6764
-278.1300|-158.7500|1.6764
-273.0500|-156.2100|1.6764
-275.5900|-156.2100|1.6764
-278.1300|-156.2100|1.6764
-273.0500|-151.1300|1.6764
-278.1300|-151.1300|1.6764
-273.0500|-153.6700|1.6764
-275.5900|-153.6700|1.6764
-278.1300|-153.6700|1.6764
-275.5900|-148.5900|1.6764
-275.5900|-143.5100|1.6764
-273.0500|-146.0500|1.6764
-278.1300|-146.0500|1.6764
-278.1300|-148.5900|1.6764
-273.0500|-148.5900|1.6764
-275.5900|-146.0500|1.6764
-275.59|-138.4300|1.6764
-273.0500|-135.8900|1.6764
-273.0500|-140.9700|1.6764
-278.1300|-135.8900|1.6764
-278.1300|-140.9700|1.6764
-278.1300|-138.4300|1.6764
-273.0500|-138.4300|1.6764
-275.5900|-135.8900|1.6764
-275.5900|-128.2700|1.6764
-273.0500|-130.8100|1.6764
-278.1300|-130.8100|1.6764
-278.1300|-128.2700|1.6764
-273.0500|-128.2700|1.6764
-275.5900|-133.3500|1.6764
-275.5900|-123.1900|1.6764
-273.0500|-125.7300|1.6764
-278.1300|-125.7300|1.6764
-275.5900|-125.7300|1.6764
-273.0500|-120.6500|1.6764
-278.1300|-120.6500|1.6764
-275.5900|-118.1100|1.6764
-273.0500|-115.5700|1.6764
-278.1300|-115.5700|1.6764
-278.1300|-118.1100|1.6764
-273.0500|-118.1100|1.6764
-275.5900|-115.5700|1.6764
-275.5900|-113.0300|1.6764
-275.5900|113.0300|1.6764
-278.1300|115.5700|1.6764
-278.1300|120.6500|1.6764
-273.0500|115.5700|1.6764
-275.5900|118.1100|1.6764
-273.0500|120.6500|1.6764
-273.0500|118.1100|1.6764
-275.5900|115.5700|1.6764
-278.1300|118.1100|1.6764
-278.1300|125.7300|1.6764
-275.5900|123.1900|1.6764
-273.0500|125.7300|1.6764
-275.5900|128.2700|1.6764
-273.0500|128.2700|1.6764
-275.5900|125.7300|1.6764
-278.1300|128.2700|1.6764
-278.1300|130.8100|1.6764
-273.0500|130.8100|1.6764
-275.5900|133.3500|1.6764
-278.1300|135.8900|1.6764
-278.1300|140.9700|1.6764
-273.0500|135.8900|1.6764
-275.5900|138.4300|1.6764
-273.0500|140.9700|1.6764
-273.0500|138.4300|1.6764
-275.5900|135.8900|1.6764
-278.1300|138.4300|1.6764
-278.1300|146.0500|1.6764
-275.5900|143.5100|1.6764
-273.0500|146.0500|1.6764
-275.5900|148.5900|1.6764
-273.0500|148.5900|1.6764
-275.5900|146.0500|1.6764
-278.1300|148.5900|1.6764
-278.1300|151.1300|1.6764
-273.0500|151.1300|1.6764
-278.1300|156.2100|1.6764
-275.5900|153.6700|1.6764
-273.0500|156.2100|1.6764
-275.5900|156.2100|1.6764
-275.5900|163.8300|1.6764
-278.1300|161.2900|1.6764
-275.5900|158.7500|1.6764
-273.0500|161.2900|1.6764
-273.0500|158.7500|1.6764
-278.1300|158.7500|1.6764
-278.1300|166.3700|1.6764
-273.0500|166.3700|1.6764
-275.5900|168.9100|1.6764
-273.0500|168.9100|1.6764
-275.5900|166.3700|1.6764
-278.1300|168.9100|1.6764
-278.1300|171.4500|1.6764
-273.0500|171.4500|1.6764
-278.1300|176.5300|1.6764
-275.5900|173.9900|1.6764
-273.0500|176.5300|1.6764
-275.5900|176.5300|1.6764
-275.5900|184.1500|1.6764
-278.1300|181.6100|1.6764
-275.5900|179.0700|1.6764
-273.0500|181.6100|1.6764
-273.0500|179.0700|1.6764
-278.1300|179.0700|1.6764
-278.1300|186.6900|1.6764
-278.1300|191.7700|1.6764
-273.0500|186.6900|1.6764
-275.5900|189.2300|1.6764
-273.0500|191.7700|1.6764
-273.0500|189.2300|1.6764
-275.5900|186.6900|1.6764
-278.1300|189.2300|1.6764
-265.4300|-191.7700|1.6764
-267.9700|-191.7700|1.6764
-270.5100|-191.7700|1.6764
-265.4300|-189.2300|1.6764
-267.9700|-189.2300|1.6764
-270.5100|-189.2300|1.6764
-265.4300|-186.6900|1.6764
-267.9700|-186.6900|1.6764
-270.5100|-186.6900|1.6764
-265.4300|-184.1500|1.6764
-267.9700|-184.1500|1.6764
-270.5100|-184.1500|1.6764
-265.4300|-181.6100|1.6764
-267.9700|-181.6100|1.6764
-270.5100|-181.6100|1.6764
-265.4300|-179.0700|1.6764
-267.9700|-179.0700|1.6764
-270.5100|-179.0700|1.6764
-265.4300|-171.4500|1.6764
-267.9700|-171.4500|1.6764
-270.5100|-171.4500|1.6764
-265.4300|-176.5300|1.6764
-267.9700|-176.5300|1.6764
-270.5100|-176.5300|1.6764
-265.4300|-173.9900|1.6764
-267.9700|-173.9900|1.6764
-270.5100|-173.9900|1.6764
-265.4300|-168.9100|1.6764
-267.9700|-168.9100|1.6764
-270.5100|-168.9100|1.6764
-265.4300|-166.3700|1.6764
-267.9700|-166.3700|1.6764
-270.5100|-166.3700|1.6764
-265.4300|-163.8300|1.6764
-267.9700|-163.8300|1.6764
-270.5100|-163.8300|1.6764
-265.4300|-161.2900|1.6764
-267.9700|-161.2900|1.6764
-270.5100|-161.2900|1.6764
-265.4300|-158.7500|1.6764
-267.9700|-158.7500|1.6764
-270.5100|-158.7500|1.6764
-265.4300|-156.2100|1.6764
-267.9700|-156.2100|1.6764
-270.5100|-156.2100|1.6764
-267.9700|-151.1300|1.6764
-265.4300|-153.6700|1.6764
-267.9700|-153.6700|1.6764
-270.5100|-153.6700|1.6764
-265.4300|-148.5900|1.6764
-265.4300|-143.5100|1.6764
-267.9700|-146.0500|1.6764
-270.5100|-143.5100|1.6764
-270.5100|-148.5900|1.6764
-270.5100|-146.0500|1.6764
-267.9700|-148.5900|1.6764
-265.4300|-146.0500|1.6764
-265.4300|-138.4300|1.6764
-267.9700|-135.8900|1.6764
-267.9700|-140.9700|1.6764
-270.5100|-138.4300|1.6764
-270.5100|-135.8900|1.6764
-267.9700|-138.4300|1.6764
-265.4300|-135.8900|1.6764
-265.4300|-128.2700|1.6764
-267.9700|-130.8100|1.6764
-270.5100|-128.2700|1.6764
-267.9700|-128.2700|1.6764
-265.4300|-133.3500|1.6764
-270.5100|-133.3500|1.6764
-265.4300|-123.1900|1.6764
-267.9700|-125.7300|1.6764
-270.5100|-123.1900|1.6764
-270.5100|-125.7300|1.6764
-265.4300|-125.7300|1.6764
-267.9700|-120.6500|1.6764
-265.4300|-118.1100|1.6764
-267.9700|-115.5700|1.6764
-270.5100|-118.1100|1.6764
-270.5100|-115.5700|1.6764
-267.9700|-118.1100|1.6764
-265.4300|-115.5700|1.6764
-265.4300|-113.0300|1.6764
-270.5100|-113.0300|1.6764
-270.5100|113.0300|1.6764
-265.4300|113.0300|1.6764
-270.5100|118.1100|1.6764
-265.4300|118.1100|1.6764
-267.9700|115.5700|1.6764
-267.9700|120.6500|1.6764
-265.4300|115.5700|1.6764
-267.9700|118.1100|1.6764
-270.5100|115.5700|1.6764
-270.5100|128.2700|1.6764
-270.5100|123.1900|1.6764
-265.4300|128.2700|1.6764
-267.9700|125.7300|1.6764
-265.4300|123.1900|1.6764
-265.4300|125.7300|1.6764
-267.9700|128.2700|1.6764
-270.5100|125.7300|1.6764
-267.9700|130.8100|1.6764
-270.5100|133.3500|1.6764
-265.4300|133.3500|1.6764
-270.5100|138.4300|1.6764
-265.4300|138.4300|1.6764
-267.9700|135.8900|1.6764
-267.9700|140.9700|1.6764
-265.4300|135.8900|1.6764
-267.9700|138.4300|1.6764
-270.5100|135.8900|1.6764
-270.5100|148.5900|1.6764
-270.5100|143.5100|1.6764
-265.4300|148.5900|1.6764
-267.9700|146.0500|1.6764
-265.4300|143.5100|1.6764
-265.4300|146.0500|1.6764
-267.9700|148.5900|1.6764
-270.5100|146.0500|1.6764
-267.9700|151.1300|1.6764
-270.5100|153.6700|1.6764
-267.9700|156.2100|1.6764
