X Location|Y Location|Diameter
-128.2700|-113.0300|1.6764
-128.2700|113.0300|1.6764
-123.1900|113.0300|1.6764
-123.1900|118.1100|1.6764
-125.7300|115.5700|1.6764
-128.2700|118.1100|1.6764
-125.7300|120.6500|1.6764
-125.7300|118.1100|1.6764
-128.2700|115.5700|1.6764
-123.1900|115.5700|1.6764
-123.1900|125.7300|1.6764
-128.2700|125.7300|1.6764
-125.7300|128.2700|1.6764
-123.1900|123.1900|1.6764
-125.7300|125.7300|1.6764
-128.2700|123.1900|1.6764
-125.7300|123.1900|1.6764
-125.7300|130.8100|1.6764
-128.2700|128.2700|1.6764
-123.1900|128.2700|1.6764
-123.1900|130.8100|1.6764
-128.2700|130.8100|1.6764
-128.2700|133.3500|1.6764
-123.1900|133.3500|1.6764
-123.1900|138.4300|1.6764
-125.7300|135.8900|1.6764
-128.2700|138.4300|1.6764
-125.7300|140.9700|1.6764
-125.7300|138.4300|1.6764
-128.2700|135.8900|1.6764
-123.1900|135.8900|1.6764
-123.1900|148.5900|1.6764
-128.2700|143.5100|1.6764
-125.7300|146.0500|1.6764
-123.1900|143.5100|1.6764
-128.2700|148.5900|1.6764
-125.7300|148.5900|1.6764
-128.2700|146.0500|1.6764
-123.1900|146.0500|1.6764
-128.2700|153.6700|1.6764
-125.7300|156.2100|1.6764
-123.1900|153.6700|1.6764
-128.2700|156.2100|1.6764
-123.1900|156.2100|1.6764
-125.7300|151.1300|1.6764
-128.2700|163.8300|1.6764
-123.1900|163.8300|1.6764
-123.1900|158.7500|1.6764
-128.2700|158.7500|1.6764
-125.7300|161.2900|1.6764
-125.7300|158.7500|1.6764
-123.1900|168.9100|1.6764
-125.7300|166.3700|1.6764
-128.2700|168.9100|1.6764
-125.7300|168.9100|1.6764
-128.2700|166.3700|1.6764
-123.1900|166.3700|1.6764
-125.7300|171.4500|1.6764
-128.2700|173.9900|1.6764
-125.7300|176.5300|1.6764
-123.1900|173.9900|1.6764
-128.2700|176.5300|1.6764
-123.1900|176.5300|1.6764
-128.2700|184.1500|1.6764
-123.1900|184.1500|1.6764
-123.1900|179.0700|1.6764
-128.2700|179.0700|1.6764
-125.7300|181.6100|1.6764
-125.7300|179.0700|1.6764
-123.1900|189.2300|1.6764
-125.7300|186.6900|1.6764
-128.2700|189.2300|1.6764
-125.7300|191.7700|1.6764
-125.7300|189.2300|1.6764
-128.2700|186.6900|1.6764
-123.1900|186.6900|1.6764
-120.6500|-191.7700|1.6764
-115.5700|-191.7700|1.6764
-118.1100|-189.2300|1.6764
-115.5700|-186.6900|1.6764
-120.6500|-186.6900|1.6764
-120.6500|-189.2300|1.6764
-118.1100|-186.6900|1.6764
-118.1100|-184.1500|1.6764
-118.1100|-179.0700|1.6764
-120.6500|-181.6100|1.6764
-115.5700|-181.6100|1.6764
-120.6500|-179.0700|1.6764
-120.6500|-171.4500|1.6764
-115.5700|-171.4500|1.6764
-118.1100|-173.9900|1.6764
-115.5700|-176.5300|1.6764
-120.6500|-176.5300|1.6764
-118.1100|-176.5300|1.6764
-118.1100|-168.9100|1.6764
-118.1100|-163.8300|1.6764
-115.5700|-166.3700|1.6764
-120.6500|-166.3700|1.6764
-120.6500|-168.9100|1.6764
-118.1100|-166.3700|1.6764
-118.1100|-158.7500|1.6764
-120.6500|-156.2100|1.6764
-120.6500|-161.2900|1.6764
-115.5700|-161.2900|1.6764
-120.6500|-158.7500|1.6764
-118.1100|-156.2100|1.6764
-120.6500|-151.1300|1.6764
-115.5700|-151.1300|1.6764
-118.1100|-153.6700|1.6764
-115.5700|-156.2100|1.6764
-118.1100|-148.5900|1.6764
-118.1100|-143.5100|1.6764
-115.5700|-146.0500|1.6764
-120.6500|-146.0500|1.6764
-120.6500|-148.5900|1.6764
-118.1100|-146.0500|1.6764
-118.1100|-138.4300|1.6764
-115.5700|-135.8900|1.6764
-120.6500|-135.8900|1.6764
-120.6500|-140.9700|1.6764
-115.5700|-140.9700|1.6764
-120.6500|-138.4300|1.6764
-118.1100|-135.8900|1.6764
-118.1100|-128.2700|1.6764
-120.6500|-130.8100|1.6764
-115.5700|-130.8100|1.6764
-120.6500|-128.2700|1.6764
-118.1100|-133.3500|1.6764
-118.1100|-123.1900|1.6764
-115.5700|-125.7300|1.6764
-120.6500|-125.7300|1.6764
-118.1100|-125.7300|1.6764
-120.6500|-120.6500|1.6764
-118.1100|-118.1100|1.6764
-115.5700|-115.5700|1.6764
-120.6500|-115.5700|1.6764
-115.5700|-120.6500|1.6764
-120.6500|-118.1100|1.6764
-118.1100|-115.5700|1.6764
-118.1100|-113.0300|1.6764
-118.1100|113.0300|1.6764
-118.1100|118.1100|1.6764
-120.6500|115.5700|1.6764
-115.5700|115.5700|1.6764
-120.6500|120.6500|1.6764
-115.5700|120.6500|1.6764
-115.5700|118.1100|1.6764
-118.1100|115.5700|1.6764
-120.6500|118.1100|1.6764
-120.6500|128.2700|1.6764
-118.1100|125.7300|1.6764
-115.5700|125.7300|1.6764
-118.1100|123.1900|1.6764
-120.6500|125.7300|1.6764
-115.5700|123.1900|1.6764
-120.6500|123.1900|1.6764
-115.5700|128.2700|1.6764
-115.5700|130.8100|1.6764
-120.6500|130.8100|1.6764
-118.1100|128.2700|1.6764
-118.1100|130.8100|1.6764
-118.1100|133.3500|1.6764
-118.1100|138.4300|1.6764
-120.6500|135.8900|1.6764
-115.5700|135.8900|1.6764
-120.6500|140.9700|1.6764
-115.5700|140.9700|1.6764
-115.5700|138.4300|1.6764
-118.1100|135.8900|1.6764
-120.6500|138.4300|1.6764
-118.1100|148.5900|1.6764
-120.6500|146.0500|1.6764
-118.1100|143.5100|1.6764
-115.5700|146.0500|1.6764
-115.5700|148.5900|1.6764
-118.1100|146.0500|1.6764
-120.6500|148.5900|1.6764
-120.6500|156.2100|1.6764
-118.1100|153.6700|1.6764
-115.5700|156.2100|1.6764
-118.1100|156.2100|1.6764
-120.6500|151.1300|1.6764
-115.5700|151.1300|1.6764
-118.1100|163.8300|1.6764
-118.1100|158.7500|1.6764
-120.6500|161.2900|1.6764
-115.5700|161.2900|1.6764
-115.5700|158.7500|1.6764
-120.6500|158.7500|1.6764
-118.1100|168.9100|1.6764
-120.6500|166.3700|1.6764
-115.5700|166.3700|1.6764
-115.5700|168.9100|1.6764
-118.1100|166.3700|1.6764
-120.6500|168.9100|1.6764
-120.6500|171.4500|1.6764
-115.5700|171.4500|1.6764
-120.6500|176.5300|1.6764
-118.1100|173.9900|1.6764
-115.5700|176.5300|1.6764
-118.1100|176.5300|1.6764
-118.1100|184.1500|1.6764
-118.1100|179.0700|1.6764
-120.6500|181.6100|1.6764
-115.5700|181.6100|1.6764
-115.5700|179.0700|1.6764
-120.6500|179.0700|1.6764
-118.1100|189.2300|1.6764
-120.6500|186.6900|1.6764
-115.5700|186.6900|1.6764
-120.6500|191.7700|1.6764
-115.5700|191.7700|1.6764
-115.5700|189.2300|1.6764
-118.1100|186.6900|1.6764
-120.6500|189.2300|1.6764
-110.4900|-191.7700|1.6764
-113.0300|-189.2300|1.6764
-107.9500|-189.2300|1.6764
-110.4900|-186.6900|1.6764
-115.5700|-189.2300|1.6764
-110.4900|-189.2300|1.6764
-113.0300|-186.6900|1.6764
-107.9500|-184.1500|1.6764
-113.0300|-184.1500|1.6764
-113.0300|-179.0700|1.6764
-107.9500|-179.0700|1.6764
-110.4900|-181.6100|1.6764
-115.5700|-179.0700|1.6764
-110.4900|-179.0700|1.6764
-110.4900|-171.4500|1.6764
-107.9500|-173.9900|1.6764
-113.0300|-173.9900|1.6764
-110.4900|-176.5300|1.6764
-113.0300|-176.5300|1.6764
-113.0300|-168.9100|1.6764
-107.9500|-163.8300|1.6764
-107.9500|-168.9100|1.6764
-113.0300|-163.8300|1.6764
-110.4900|-166.3700|1.6764
-115.5700|-168.9100|1.6764
-110.4900|-168.9100|1.6764
-113.0300|-166.3700|1.6764
-113.0300|-158.7500|1.6764
-107.9500|-158.7500|1.6764
-110.4900|-156.2100|1.6764
-110.4900|-161.2900|1.6764
-115.5700|-158.7500|1.6764
-110.4900|-158.7500|1.6764
-113.0300|-156.2100|1.6764
-110.4900|-151.1300|1.6764
-107.9500|-153.6700|1.6764
-113.0300|-153.6700|1.6764
-113.0300|-148.5900|1.6764
-107.9500|-143.5100|1.6764
-107.9500|-148.5900|1.6764
-113.0300|-143.5100|1.6764
-110.4900|-146.0500|1.6764
-115.5700|-148.5900|1.6764
-110.4900|-148.5900|1.6764
-113.0300|-146.0500|1.6764
-113.0300|-138.4300|1.6764
-107.9500|-138.4300|1.6764
-110.4900|-135.8900|1.6764
-110.4900|-140.9700|1.6764
-115.5700|-138.4300|1.6764
-110.4900|-138.4300|1.6764
-113.0300|-135.8900|1.6764
-113.0300|-128.2700|1.6764
-107.9500|-128.2700|1.6764
-110.4900|-130.8100|1.6764
-115.5700|-128.2700|1.6764
-110.4900|-128.2700|1.6764
-107.9500|-133.3500|1.6764
-113.0300|-133.3500|1.6764
-107.9500|-123.1900|1.6764
-113.0300|-123.1900|1.6764
-110.4900|-125.7300|1.6764
-113.0300|-125.7300|1.6764
-110.4900|-120.6500|1.6764
-113.0300|-118.1100|1.6764
-107.9500|-118.1100|1.6764
-110.4900|-115.5700|1.6764
-115.5700|-118.1100|1.6764
-110.4900|-118.1100|1.6764
-113.0300|-115.5700|1.6764
-107.9500|-113.0300|1.6764
-113.0300|-113.0300|1.6764
-113.0300|113.0300|1.6764
-107.9500|118.1100|1.6764
-113.0300|118.1100|1.6764
-110.4900|115.5700|1.6764
-110.4900|120.6500|1.6764
-110.4900|118.1100|1.6764
-113.0300|115.5700|1.6764
-113.0300|125.7300|1.6764
-110.4900|128.2700|1.6764
-110.4900|125.7300|1.6764
-113.0300|123.1900|1.6764
-110.4900|123.1900|1.6764
-110.4900|130.8100|1.6764
-113.0300|128.2700|1.6764
-113.0300|130.8100|1.6764
-113.0300|133.3500|1.6764
-107.9500|138.4300|1.6764
-113.0300|138.4300|1.6764
-110.4900|135.8900|1.6764
-110.4900|140.9700|1.6764
-110.4900|138.4300|1.6764
-113.0300|135.8900|1.6764
-107.9500|148.5900|1.6764
-113.0300|143.5100|1.6764
-113.0300|148.5900|1.6764
-110.4900|146.0500|1.6764
-110.4900|148.5900|1.6764
-113.0300|146.0500|1.6764
-113.0300|153.6700|1.6764
-110.4900|156.2100|1.6764
-113.0300|156.2100|1.6764
-110.4900|151.1300|1.6764
-113.0300|163.8300|1.6764
-107.9500|158.7500|1.6764
-113.0300|158.7500|1.6764
-110.4900|161.2900|1.6764
-110.4900|158.7500|1.6764
-107.9500|168.9100|1.6764
-113.0300|168.9100|1.6764
-110.4900|166.3700|1.6764
-110.4900|168.9100|1.6764
-113.0300|166.3700|1.6764
-110.4900|171.4500|1.6764
-113.0300|173.9900|1.6764
-110.4900|176.5300|1.6764
-113.0300|176.5300|1.6764
-113.0300|184.1500|1.6764
-107.9500|179.0700|1.6764
-113.0300|179.0700|1.6764
-110.4900|181.6100|1.6764
-110.4900|179.0700|1.6764
-107.9500|189.2300|1.6764
-113.0300|189.2300|1.6764
-110.4900|186.6900|1.6764
-110.4900|191.7700|1.6764
-110.4900|189.2300|1.6764
-113.0300|186.6900|1.6764
-105.4100|-191.7700|1.6764
-102.8700|-189.2300|1.6764
-105.4100|-186.6900|1.6764
-107.9500|-186.6900|1.6764
-105.4100|-189.2300|1.6764
-102.8700|-186.6900|1.6764
-102.8700|-184.1500|1.6764
-102.8700|-179.0700|1.6764
-105.4100|-181.6100|1.6764
-105.4100|-179.0700|1.6764
-105.4100|-171.4500|1.6764
-102.8700|-173.9900|1.6764
-105.4100|-176.5300|1.6764
-107.9500|-176.5300|1.6764
-102.8700|-176.5300|1.6764
-102.8700|-168.9100|1.6764
-102.8700|-163.8300|1.6764
-105.4100|-166.3700|1.6764
-107.9500|-166.3700|1.6764
-105.4100|-168.9100|1.6764
-102.8700|-166.3700|1.6764
-102.8700|-158.7500|1.6764
-105.4100|-156.2100|1.6764
-105.4100|-161.2900|1.6764
-107.9500|-156.2100|1.6764
-105.4100|-158.7500|1.6764
-102.8700|-156.2100|1.6764
-105.4100|-151.1300|1.6764
-102.8700|-153.6700|1.6764
-102.8700|-148.5900|1.6764
-102.8700|-143.5100|1.6764
-105.4100|-146.0500|1.6764
-107.9500|-146.0500|1.6764
-105.4100|-148.5900|1.6764
-102.8700|-146.0500|1.6764
-102.8700|-138.4300|1.6764
-105.4100|-135.8900|1.6764
-105.4100|-140.9700|1.6764
-107.9500|-135.8900|1.6764
-105.4100|-138.4300|1.6764
-102.8700|-135.8900|1.6764
-102.8700|-128.2700|1.6764
-105.4100|-130.8100|1.6764
-105.4100|-128.2700|1.6764
-102.8700|-133.3500|1.6764
-102.8700|-123.1900|1.6764
-105.4100|-125.7300|1.6764
-107.9500|-125.7300|1.6764
-102.8700|-125.7300|1.6764
-105.4100|-120.6500|1.6764
-102.8700|-118.1100|1.6764
-105.4100|-115.5700|1.6764
-107.9500|-115.5700|1.6764
-105.4100|-118.1100|1.6764
-102.8700|-115.5700|1.6764
-102.8700|-113.0300|1.6764
-107.9500|113.0300|1.6764
-102.8700|113.0300|1.6764
-102.8700|118.1100|1.6764
-105.4100|115.5700|1.6764
-105.4100|120.6500|1.6764
-102.8700|115.5700|1.6764
-105.4100|118.1100|1.6764
-107.9500|115.5700|1.6764
-107.9500|125.7300|1.6764
-105.4100|128.2700|1.6764
-102.8700|125.7300|1.6764
-105.4100|125.7300|1.6764
-102.8700|123.1900|1.6764
-107.9500|123.1900|1.6764
-105.4100|123.1900|1.6764
-105.4100|130.8100|1.6764
-102.8700|128.2700|1.6764
-107.9500|128.2700|1.6764
-102.8700|130.8100|1.6764
-107.9500|130.8100|1.6764
-107.9500|133.3500|1.6764
-102.8700|133.3500|1.6764
-102.8700|138.4300|1.6764
-105.4100|135.8900|1.6764
-105.4100|140.9700|1.6764
-102.8700|135.8900|1.6764
-105.4100|138.4300|1.6764
-107.9500|135.8900|1.6764
-107.9500|143.5100|1.6764
-102.8700|148.5900|1.6764
-102.8700|143.5100|1.6764
-105.4100|146.0500|1.6764
-102.8700|146.0500|1.6764
-105.4100|148.5900|1.6764
-107.9500|146.0500|1.6764
-107.9500|153.6700|1.6764
-102.8700|153.6700|1.6764
-105.4100|156.2100|1.6764
-102.8700|156.2100|1.6764
-107.9500|156.2100|1.6764
-105.4100|151.1300|1.6764
-107.9500|163.8300|1.6764
-102.8700|163.8300|1.6764
-102.8700|158.7500|1.6764
-105.4100|161.2900|1.6764
-105.4100|158.7500|1.6764
-102.8700|168.9100|1.6764
-105.4100|166.3700|1.6764
-102.8700|166.3700|1.6764
-105.4100|168.9100|1.6764
-107.9500|166.3700|1.6764
-105.4100|171.4500|1.6764
-107.9500|173.9900|1.6764
-102.8700|173.9900|1.6764
-105.4100|176.5300|1.6764
-102.8700|176.5300|1.6764
-107.9500|176.5300|1.6764
-107.9500|184.1500|1.6764
-102.8700|184.1500|1.6764
-102.8700|179.0700|1.6764
-105.4100|181.6100|1.6764
-105.4100|179.0700|1.6764
-102.8700|189.2300|1.6764
-105.4100|186.6900|1.6764
-105.4100|191.7700|1.6764
-102.8700|186.6900|1.6764
-105.4100|189.2300|1.6764
-107.9500|186.6900|1.6764
-95.2500|-191.7700|1.6764
-100.3300|-191.7700|1.6764
-97.7900|-189.2300|1.6764
-95.2500|-186.6900|1.6764
-100.3300|-186.6900|1.6764
-100.3300|-189.2300|1.6764
-95.2500|-189.2300|1.6764
-97.7900|-186.6900|1.6764
-97.7900|-184.1500|1.6764
-97.7900|-179.0700|1.6764
-95.2500|-181.6100|1.6764
-100.3300|-181.6100|1.6764
-100.3300|-179.0700|1.6764
-95.2500|-179.0700|1.6764
-95.2500|-171.4500|1.6764
-100.3300|-171.4500|1.6764
-95.2500|-176.5300|1.6764
-97.7900|-173.9900|1.6764
-100.3300|-176.5300|1.6764
-97.7900|-176.5300|1.6764
-97.7900|-168.9100|1.6764
-95.2500|-166.3700|1.6764
-97.7900|-163.8300|1.6764
-100.3300|-166.3700|1.6764
-100.3300|-168.9100|1.6764
-95.2500|-168.9100|1.6764
-97.7900|-166.3700|1.6764
-97.7900|-158.7500|1.6764
-95.2500|-156.2100|1.6764
-95.2500|-161.2900|1.6764
-100.3300|-156.2100|1.6764
-100.3300|-161.2900|1.6764
-100.3300|-158.7500|1.6764
-95.2500|-158.7500|1.6764
-97.7900|-156.2100|1.6764
-95.2500|-151.1300|1.6764
-100.3300|-151.1300|1.6764
-97.7900|-153.6700|1.6764
-97.7900|-148.5900|1.6764
-95.2500|-146.0500|1.6764
-97.7900|-143.5100|1.6764
-100.3300|-146.0500|1.6764
-100.3300|-148.5900|1.6764
-95.2500|-148.5900|1.6764
-97.7900|-146.0500|1.6764
-97.7900|-138.4300|1.6764
-95.2500|-135.8900|1.6764
-95.2500|-140.9700|1.6764
-100.3300|-135.8900|1.6764
-100.3300|-140.9700|1.6764
-100.3300|-138.4300|1.6764
-95.2500|-138.4300|1.6764
-97.7900|-135.8900|1.6764
-97.7900|-128.2700|1.6764
-95.2500|-130.8100|1.6764
-100.3300|-130.8100|1.6764
-100.3300|-128.2700|1.6764
-95.2500|-128.2700|1.6764
-97.7900|-133.3500|1.6764
-95.2500|-125.7300|1.6764
-97.7900|-123.1900|1.6764
-100.3300|-125.7300|1.6764
-97.7900|-125.7300|1.6764
-95.2500|-120.6500|1.6764
-100.3300|-120.6500|1.6764
-97.7900|-118.1100|1.6764
-95.2500|-115.5700|1.6764
-100.3300|-115.5700|1.6764
-100.3300|-118.1100|1.6764
-95.2500|-118.1100|1.6764
-97.7900|-115.5700|1.6764
-97.7900|-113.0300|1.6764
-97.7900|113.0300|1.6764
-100.3300|115.5700|1.6764
-100.3300|120.6500|1.6764
-95.2500|115.5700|1.6764
-97.7900|118.1100|1.6764
-95.2500|120.6500|1.6764
-95.2500|118.1100|1.6764
-97.7900|115.5700|1.6764
-100.3300|118.1100|1.6764
-100.3300|128.2700|1.6764
-97.7900|125.7300|1.6764
-95.2500|128.2700|1.6764
-95.2500|125.7300|1.6764
-97.7900|123.1900|1.6764
-100.3300|125.7300|1.6764
-95.2500|123.1900|1.6764
-100.3300|123.1900|1.6764
-95.2500|130.8100|1.6764
-97.7900|128.2700|1.6764
-100.3300|130.8100|1.6764
-97.7900|130.8100|1.6764
-97.7900|133.3500|1.6764
-100.3300|135.8900|1.6764
-100.3300|140.9700|1.6764
-95.2500|135.8900|1.6764
-97.7900|138.4300|1.6764
-95.2500|140.9700|1.6764
-95.2500|138.4300|1.6764
-97.7900|135.8900|1.6764
-100.3300|138.4300|1.6764
-100.3300|146.0500|1.6764
-97.7900|143.5100|1.6764
-95.2500|146.0500|1.6764
-97.7900|148.5900|1.6764
-95.2500|148.5900|1.6764
-97.7900|146.0500|1.6764
-100.3300|148.5900|1.6764
-100.3300|156.2100|1.6764
-97.7900|153.6700|1.6764
-95.2500|156.2100|1.6764
-97.7900|156.2100|1.6764
-100.3300|151.1300|1.6764
-95.2500|151.1300|1.6764
-97.7900|163.8300|1.6764
-100.3300|161.2900|1.6764
-97.7900|158.7500|1.6764
-95.2500|161.2900|1.6764
-95.2500|158.7500|1.6764
-100.3300|158.7500|1.6764
-100.3300|166.3700|1.6764
-95.2500|166.3700|1.6764
-97.7900|168.9100|1.6764
-95.2500|168.9100|1.6764
-97.7900|166.3700|1.6764
-100.3300|168.9100|1.6764
-100.3300|171.4500|1.6764
-95.2500|171.4500|1.6764
-100.3300|176.5300|1.6764
-97.7900|173.9900|1.6764
-95.2500|176.5300|1.6764
-97.7900|176.5300|1.6764
-97.7900|184.1500|1.6764
-100.3300|181.6100|1.6764
-97.7900|179.0700|1.6764
-95.2500|181.6100|1.6764
-95.2500|179.0700|1.6764
-100.3300|179.0700|1.6764
-100.3300|186.6900|1.6764
-100.3300|191.7700|1.6764
-95.2500|186.6900|1.6764
-97.7900|189.2300|1.6764
-95.2500|191.7700|1.6764
-95.2500|189.2300|1.6764
-97.7900|186.6900|1.6764
-100.3300|189.2300|1.6764
-90.1700|-191.7700|1.6764
-90.1700|-186.6900|1.6764
-92.7100|-189.2300|1.6764
-92.7100|-186.6900|1.6764
-90.1700|-189.2300|1.6764
-92.7100|-184.1500|1.6764
-90.1700|-181.6100|1.6764
-92.7100|-179.0700|1.6764
-90.1700|-179.0700|1.6764
-90.1700|-171.4500|1.6764
-90.1700|-176.5300|1.6764
-92.7100|-173.9900|1.6764
-92.7100|-176.5300|1.6764
-90.1700|-166.3700|1.6764
-92.7100|-163.8300|1.6764
-92.7100|-168.9100|1.6764
-92.7100|-166.3700|1.6764
-90.1700|-168.9100|1.6764
-90.1700|-156.2100|1.6764
-90.1700|-161.2900|1.6764
-92.7100|-158.7500|1.6764
-92.7100|-156.2100|1.6764
-90.1700|-158.7500|1.6764
-90.1700|-151.1300|1.6764
-92.7100|-153.6700|1.6764
-90.1700|-146.0500|1.6764
-92.7100|-143.5100|1.6764
-92.7100|-148.5900|1.6764
-92.7100|-146.0500|1.6764
-90.1700|-148.5900|1.6764
-90.1700|-135.8900|1.6764
-90.1700|-140.9700|1.6764
-92.7100|-138.4300|1.6764
-92.7100|-135.8900|1.6764
-90.1700|-138.4300|1.6764
-90.1700|-130.8100|1.6764
-92.7100|-128.2700|1.6764
-90.1700|-128.2700|1.6764
-92.7100|-133.3500|1.6764
-90.1700|-125.7300|1.6764
-92.7100|-123.1900|1.6764
-92.7100|-125.7300|1.6764
-90.1700|-120.6500|1.6764
-90.1700|-115.5700|1.6764
-92.7100|-118.1100|1.6764
-92.7100|-115.5700|1.6764
-90.1700|-118.1100|1.6764
-92.7100|-113.0300|1.6764
-92.7100|113.0300|1.6764
-92.7100|118.1100|1.6764
-90.1700|115.5700|1.6764
-90.1700|120.6500|1.6764
-90.1700|118.1100|1.6764
-92.7100|115.5700|1.6764
-92.7100|125.7300|1.6764
-90.1700|128.2700|1.6764
-90.1700|125.7300|1.6764
-92.7100|123.1900|1.6764
-90.1700|123.1900|1.6764
-90.1700|130.8100|1.6764
-92.7100|128.2700|1.6764
-92.7100|130.8100|1.6764
-92.7100|133.3500|1.6764
-92.7100|138.4300|1.6764
-90.1700|135.8900|1.6764
-90.1700|140.9700|1.6764
-90.1700|138.4300|1.6764
-92.7100|135.8900|1.6764
-92.7100|148.5900|1.6764
-92.7100|143.5100|1.6764
-90.1700|146.0500|1.6764
-90.1700|148.5900|1.6764
-92.7100|146.0500|1.6764
-92.7100|153.6700|1.6764
-90.1700|156.2100|1.6764
-92.7100|156.2100|1.6764
-90.1700|151.1300|1.6764
-92.7100|163.8300|1.6764
-92.7100|158.7500|1.6764
-90.1700|161.2900|1.6764
-90.1700|158.7500|1.6764
-92.7100|168.9100|1.6764
-90.1700|166.3700|1.6764
-90.1700|168.9100|1.6764
-92.7100|166.3700|1.6764
-90.1700|171.4500|1.6764
-92.7100|173.9900|1.6764
-90.1700|176.5300|1.6764
-92.7100|176.5300|1.6764
-92.7100|184.1500|1.6764
-92.7100|179.0700|1.6764
-90.1700|181.6100|1.6764
-90.1700|179.0700|1.6764
-92.7100|189.2300|1.6764
-90.1700|186.6900|1.6764
-90.1700|191.7700|1.6764
-90.1700|189.2300|1.6764
-92.7100|186.6900|1.6764
-52.0700|-191.7700|1.6764
-57.1500|-191.7700|1.6764
-54.6100|-189.2300|1.6764
-52.0700|-186.6900|1.6764
-57.1500|-186.6900|1.6764
-57.1500|-189.2300|1.6764
-52.0700|-189.2300|1.6764
-54.6100|-186.6900|1.6764
-54.6100|-184.1500|1.6764
-54.6100|-179.0700|1.6764
-52.0700|-181.6100|1.6764
-57.1500|-181.6100|1.6764
-57.1500|-179.0700|1.6764
-52.0700|-179.0700|1.6764
-52.0700|-171.4500|1.6764
-57.1500|-171.4500|1.6764
-54.6100|-173.9900|1.6764
-52.0700|-176.5300|1.6764
-57.1500|-176.5300|1.6764
-54.6100|-176.5300|1.6764
-54.6100|-168.9100|1.6764
-54.6100|-163.8300|1.6764
-52.0700|-166.3700|1.6764
-57.1500|-166.3700|1.6764
-57.1500|-168.9100|1.6764
-52.0700|-168.9100|1.6764
-54.6100|-166.3700|1.6764
-54.6100|-158.7500|1.6764
-52.0700|-156.2100|1.6764
-52.0700|-161.2900|1.6764
-57.1500|-156.2100|1.6764
-57.1500|-161.2900|1.6764
-57.1500|-158.7500|1.6764
-52.0700|-158.7500|1.6764
-54.6100|-156.2100|1.6764
-52.0700|-151.1300|1.6764
-57.1500|-151.1300|1.6764
-54.6100|-153.6700|1.6764
-54.6100|-148.5900|1.6764
-54.6100|-143.5100|1.6764
-52.0700|-146.0500|1.6764
-57.1500|-146.0500|1.6764
-57.1500|-148.5900|1.6764
-52.0700|-148.5900|1.6764
-54.6100|-146.0500|1.6764
-54.6100|-138.4300|1.6764
-52.0700|-135.8900|1.6764
-52.0700|-140.9700|1.6764
-57.1500|-135.8900|1.6764
-57.1500|-140.9700|1.6764
-57.1500|-138.4300|1.6764
-52.0700|-138.4300|1.6764
-54.6100|-135.8900|1.6764
-54.6100|-128.2700|1.6764
-52.0700|-130.8100|1.6764
-57.1500|-130.8100|1.6764
-57.1500|-128.2700|1.6764
-52.0700|-128.2700|1.6764
-54.6100|-133.3500|1.6764
-54.6100|-123.1900|1.6764
-52.0700|-125.7300|1.6764
-57.1500|-125.7300|1.6764
-54.6100|-125.7300|1.6764
-52.0700|-120.6500|1.6764
-57.1500|-120.6500|1.6764
-54.6100|-118.1100|1.6764
-52.0700|-115.5700|1.6764
-57.1500|-115.5700|1.6764
-57.1500|-118.1100|1.6764
-52.0700|-118.1100|1.6764
-54.6100|-115.5700|1.6764
-54.6100|-113.0300|1.6764
-54.6100|113.0300|1.6764
-52.0700|113.0300|1.6764
-57.1500|113.0300|1.6764
-57.1500|118.1100|1.6764
-54.6100|115.5700|1.6764
-52.0700|118.1100|1.6764
-52.0700|120.6500|1.6764
-54.6100|118.1100|1.6764
-52.0700|115.5700|1.6764
-57.1500|120.6500|1.6764
-57.1500|115.5700|1.6764
-54.6100|120.6500|1.6764
-57.1500|125.7300|1.6764
-54.6100|123.1900|1.6764
-52.0700|125.7300|1.6764
-54.6100|128.2700|1.6764
-52.0700|128.2700|1.6764
-54.6100|125.7300|1.6764
-57.1500|128.2700|1.6764
-57.1500|130.8100|1.6764
-52.0700|130.8100|1.6764
-54.6100|133.3500|1.6764
-57.1500|135.8900|1.6764
-57.1500|140.9700|1.6764
-52.0700|135.8900|1.6764
-54.6100|138.4300|1.6764
-52.0700|140.9700|1.6764
-52.0700|138.4300|1.6764
-54.6100|135.8900|1.6764
-57.1500|138.4300|1.6764
-57.1500|146.0500|1.6764
-54.6100|143.5100|1.6764
-52.0700|146.0500|1.6764
-54.6100|148.5900|1.6764
-52.0700|148.5900|1.6764
-54.6100|146.0500|1.6764
-57.1500|148.5900|1.6764
-57.1500|151.1300|1.6764
-52.0700|151.1300|1.6764
-57.1500|156.2100|1.6764
-54.6100|153.6700|1.6764
-52.0700|156.2100|1.6764
-54.6100|156.2100|1.6764
-57.1500|161.2900|1.6764
-54.6100|158.7500|1.6764
-52.0700|161.2900|1.6764
-52.0700|158.7500|1.6764
-57.1500|158.7500|1.6764
-54.6100|163.8300|1.6764
-57.1500|166.3700|1.6764
-52.0700|166.3700|1.6764
-54.6100|168.9100|1.6764
-52.0700|168.9100|1.6764
-54.6100|166.3700|1.6764
-57.1500|168.9100|1.6764
-57.1500|176.5300|1.6764
-54.6100|173.9900|1.6764
-52.0700|176.5300|1.6764
-54.6100|176.5300|1.6764
-57.1500|171.4500|1.6764
-52.0700|171.4500|1.6764
-54.6100|184.1500|1.6764
-57.1500|181.6100|1.6764
-54.6100|179.0700|1.6764
-52.0700|181.6100|1.6764
